"","CMCSA","FISV","MSFT","JNJ","CSCO","ADS","CL","BBT","AAPL","BFB","Rf","SP500"
"2014-01-08",23.041523,29.355,31.710232,82.11795,19.125305,252.435455,56.804623,33.098038,66.075813,25.553175,1.76,1837.48999
"2014-01-09",23.098309,29.305,31.506279,82.615044,18.953701,253.394379,58.127731,33.323662,65.232025,25.76359,1.745,1838.130005
"2014-01-10",23.386602,29.15,31.958523,82.623772,19.065239,252.699646,58.181374,33.54929,64.796753,25.939512,1.623,1842.369995
"2014-01-13",22.783808,28.695,31.01856,82.414459,19.039499,245.605728,57.832703,33.445152,65.135979,26.98123,1.589,1819.199951
"2014-01-14",23.067732,28.99,31.727955,82.606331,19.228268,250.312195,57.975742,33.358379,66.43206,26.970877,1.647,1838.880005
"2014-01-15",23.618105,28.9,32.59697,82.676094,19.545734,248.042145,57.91317,33.653435,67.765808,27.181297,1.673,1848.380005
"2014-01-16",23.386602,28.695,32.712261,82.53656,19.545734,249.470734,58.091969,33.610043,67.387703,27.671108,1.643,1845.890015
"2014-01-17",23.386602,28.625,32.260006,82.902832,19.51141,251.359161,57.841648,33.653435,65.736603,27.319271,1.63,1838.699951
"2014-01-21",23.286139,28.559999,32.073788,82.004578,19.588634,249.245667,57.877399,34.113365,66.757919,27.605572,1.641,1843.800049
"2014-01-22",23.473963,29.195,31.860968,82.257492,19.597218,256.300446,57.526901,34.069969,67.054565,27.429649,1.694,1844.859985
"2014-01-23",23.185671,28.875,31.976248,80.879532,19.35697,250.429596,57.014629,33.636066,67.622375,27.222685,1.593,1828.459961
"2014-01-24",22.888643,28.200001,32.641319,79.02195,19.04808,244.343506,56.07098,33.202171,66.393143,26.82255,1.564,1790.290039
"2014-01-27",22.927956,27.950001,31.949652,78.437645,18.87648,236.750595,55.819344,32.794304,66.931786,27.026075,1.588,1781.560059
"2014-01-28",23.303606,28.389999,32.162472,78.577171,18.661976,240.595978,56.502369,32.872406,61.582092,27.450348,1.554,1792.5
"2014-01-29",23.176935,28.105,32.508305,77.530663,18.576168,239.676208,55.352013,32.438503,60.88298,26.908796,1.492,1774.199951
"2014-01-30",23.670521,28.389999,32.685658,78.053917,18.859316,243.590088,55.262146,32.863724,60.765038,26.922588,1.512,1794.189941
"2014-01-31",23.784098,28.025,33.554665,77.15564,18.799257,234.500122,55.028473,32.464539,60.864742,26.560394,1.51,1782.589966
"2014-02-03",23.050257,27.200001,32.348686,75.68177,18.490368,230.654709,54.075829,31.596733,60.977806,26.225813,1.437,1741.890015
"2014-02-04",23.377863,27.76,32.23341,75.542236,18.704868,231.584274,54.237598,31.909153,61.860519,26.467268,1.461,1755.199951
"2014-02-05",23.316711,27.865,31.76343,76.117844,18.859316,229.157654,54.300518,31.805004,62.322529,26.163719,1.489,1751.640015
"2014-02-06",23.600634,27.424999,32.082653,77.399818,19.296911,252.983383,54.46228,32.18684,65.021019,26.612144,1.516,1773.430054
"2014-02-07",23.867085,27.615,32.419632,78.524857,19.451349,259.372772,54.695946,32.360401,65.930649,27.105406,1.462,1797.02002
"2014-02-10",23.740417,27.389999,32.632454,79.423119,19.588634,262.229919,55.289104,32.586025,67.111786,27.091606,1.475,1799.839966
"2014-02-11",24.024338,27.775,32.960541,81.080147,19.48567,268.002899,56.079979,32.646774,67.996056,27.398602,1.525,1819.75
"2014-02-12",24.129173,27.93,33.226574,80.600471,19.605793,270.546936,55.64859,32.515812,67.99099,27.577976,1.567,1819.26001
"2014-02-13",23.137623,28.045,33.350716,80.722565,19.108143,273.384491,55.999096,32.681702,69.070618,27.798735,1.506,1829.829956
"2014-02-14",23.456491,28.059999,33.359589,80.896996,19.35697,274.079254,56.331619,32.830132,69.014824,27.922916,1.525,1838.630005
"2014-02-18",23.382233,28.504999,33.431053,80.382439,19.228268,277.816925,56.07098,32.7952,69.268555,27.981558,1.479,1840.76001
"2014-02-19",22.526094,28.485001,33.511463,79.920227,19.116728,274.646729,55.298088,32.140354,68.174957,27.94706,1.512,1828.75
"2014-02-20",22.609085,28.59,33.72588,80.56559,19.133883,278.110596,55.594666,32.463417,67.385818,28.126434,1.544,1839.780029
"2014-02-21",22.298948,28.684999,33.931362,80.389908,18.98802,276.858124,55.325047,32.498337,66.637291,28.174723,1.533,1836.25
"2014-02-24",22.342632,28.780001,33.672268,80.029785,18.979443,280.135925,55.675552,32.91745,66.929108,28.667982,1.551,1847.609985
"2014-02-25",22.176647,28.75,33.538261,80.029785,18.739195,279.333649,55.783394,32.786476,66.232597,28.940489,1.51,1845.119995
"2014-02-26",22.137329,28.82,33.475723,80.029785,18.816416,279.137939,55.675552,33.013493,65.63504,28.626591,1.483,1845.160034
"2014-02-27",22.312054,28.995001,33.824146,80.249374,18.807835,278.149658,55.828335,32.751549,66.944336,28.778372,1.484,1854.290039
"2014-02-28",22.57851,29.025,34.226189,80.916939,18.704868,278.971527,56.466427,33.004761,66.762894,28.906002,1.511,1859.449951
"2014-03-03",22.277111,28.815001,33.752682,80.425034,18.507528,272.210327,55.918209,32.646774,66.955742,28.688686,1.461,1845.72998
"2014-03-04",22.434362,29.59,34.315521,81.988579,18.722029,280.948059,56.628185,33.127003,67.39724,29.078468,1.529,1873.910034
"2014-03-05",22.665869,29.139999,34.047508,81.329796,18.764936,277.885437,56.277695,33.519913,67.53933,30.308409,1.534,1873.810059
"2014-03-06",22.761967,29.33,34.083248,81.593307,18.722029,279.979401,56.637173,33.851707,67.335083,30.687658,1.569,1877.030029
"2014-03-07",22.552303,29.389999,33.859886,81.971001,18.644815,281.584045,56.736038,34.20969,67.295746,30.652859,1.64,1878.040039
"2014-03-10",22.504253,29.325001,33.788418,82.085182,18.610489,278.081146,56.664139,34.253353,67.356644,30.666773,1.627,1877.170044
"2014-03-11",22.373213,29.315001,33.967102,82.120323,18.541851,279.235779,56.879837,34.043804,68.012543,30.600677,1.612,1867.630005
"2014-03-12",22.268375,29.309999,34.190441,82.216957,18.722029,279.724945,56.816921,34.070004,68.078506,30.464981,1.585,1868.199951
"2014-03-13",22.041241,28.73,33.850956,81.689919,18.464628,272.151672,56.825912,33.694553,67.322395,30.273621,1.523,1846.339966
"2014-03-14",22.119864,28.620001,33.681217,81.523026,18.318764,272.591919,57.365139,33.589771,66.566254,30.315374,1.528,1841.130005
"2014-03-17",22.181017,29.084999,33.993896,82.506828,18.456045,275.723114,57.877407,33.930294,66.826332,30.743322,1.574,1858.829956
"2014-03-18",21.936403,29.215,35.334,82.515617,18.559011,281.828705,57.823486,34.104931,67.417549,30.924252,1.548,1872.25
"2014-03-19",21.787891,29.055,35.083851,82.208168,18.559011,278.286652,56.969707,34.21843,67.399796,30.986876,1.695,1860.77002
"2014-03-20",22.106762,29.219999,36.030857,82.673721,18.730608,287.934296,57.14946,34.733578,67.075005,31.126049,1.708,1872.01001
"2014-03-21",21.840305,28.875,35.878963,84.263603,18.567589,280.331665,57.032612,35.091576,67.604012,31.223475,1.715,1866.52002
"2014-03-24",21.971342,28.290001,36.182732,83.622368,18.507528,274.607544,56.897804,35.082844,68.405846,30.621552,1.734,1857.439941
"2014-03-25",21.696159,28.16,36.039783,85.537247,19.168203,272.503876,57.311222,35.597996,69.14167,30.708532,1.721,1865.619995
"2014-03-26",21.674318,27.844999,35.548409,85.247391,19.151047,266.662415,57.760571,35.388439,68.48069,30.899893,1.677,1852.560059
"2014-03-27",21.44718,27.705,35.164249,85.449409,18.893642,267.347321,57.571846,34.655003,68.186356,30.89641,1.704,1849.040039
"2014-03-28",21.648109,27.945,36.004051,85.589966,19.159618,268.325806,57.607792,34.777245,68.110252,30.952076,1.736,1857.619995
"2014-03-31",22.058064,28.344999,36.620502,86.283882,19.236847,266.584167,58.299805,35.074108,68.095001,31.20607,1.732,1872.339966
"2014-04-01",22.009573,28.645,37.004662,86.029144,19.989706,266.691803,57.715637,35.309856,68.717934,31.202591,1.74,1885.52002
"2014-04-02",22.43716,28.84,36.94212,86.283882,19.894514,266.026428,57.787537,35.545605,68.832115,31.080816,1.794,1890.900024
"2014-04-03",22.534136,28.879999,36.638359,86.310257,19.981054,260.595886,57.769566,35.440834,68.35511,31.091253,1.788,1888.77002
"2014-04-04",22.119778,28.65,35.619884,86.450775,19.652214,257.034302,57.715637,34.960598,67.470833,30.872057,1.704,1865.089966
"2014-04-07",21.634886,28.215,35.557346,85.985214,19.773365,250.909027,58.344742,34.567688,66.411484,30.732897,1.671,1845.040039
"2014-04-08",21.533503,28.379999,35.575222,86.13456,19.851252,250.703568,58.982834,34.567688,66.407692,30.972961,1.664,1851.959961
"2014-04-09",21.947859,28.52,36.15593,86.916328,20.00701,259.372772,59.072723,34.785973,67.280518,31.48094,1.635,1872.180054
"2014-04-10",21.343952,27.9,35.164249,84.7994,19.600296,248.296524,59.26144,33.956493,66.41275,31.046028,1.576,1833.079956
"2014-04-11",21.141182,27.525,35.030247,85.089264,19.435875,241.075439,58.695236,33.746925,65.921761,30.416269,1.567,1815.689941
"2014-04-14",21.449747,27.764999,35.003437,85.326447,19.773365,246.349396,59.189552,33.912827,66.184387,30.17271,1.6,1830.609985
"2014-04-15",21.339546,28.105,35.512676,87.135918,19.80798,251.818985,59.647877,34.183506,65.71244,30.266655,1.618,1842.97998
"2014-04-16",21.674557,28.559999,36.093391,86.740639,19.929131,258.384552,60.375839,34.349403,65.84565,30.858139,1.655,1862.310059
"2014-04-17",21.643703,28.790001,35.744968,86.92511,20.084896,239.783844,60.484276,33.118263,66.597977,30.938168,1.731,1864.849976
"2014-04-21",21.987535,28.59,35.682423,87.838638,20.249311,238.952164,60.393906,33.004761,67.388367,30.966002,1.723,1871.890015
"2014-04-22",22.406305,28.540001,35.7271,87.996727,20.353157,236.554901,59.960197,33.27544,67.455612,30.715494,1.746,1879.550049
"2014-04-23",22.573811,28.305,35.459072,88.031891,20.335852,236.867996,59.517456,33.223042,66.573868,30.579794,1.711,1875.390015
"2014-04-24",22.644337,28.334999,35.610954,87.803497,20.188738,236.104797,60.023464,33.013493,72.031723,30.826826,1.743,1878.609985
"2014-04-25",22.468018,27.945,35.655621,87.65419,19.90317,231.036316,59.85178,32.594387,72.56076,30.861622,1.728,1863.400024
"2014-04-28",22.78981,28.395,36.513287,89.015671,19.920477,229.881744,61.315548,32.44595,75.370872,31.112135,1.725,1869.430054
"2014-04-29",22.72368,28.75,36.191662,88.74337,20.041626,234.695816,60.574619,32.507076,75.147606,31.251308,1.741,1878.329956
"2014-04-30",22.816256,30.389999,36.093391,88.971748,19.998363,236.691879,60.809566,32.594387,74.863411,31.216515,1.681,1883.949951
"2014-05-01",22.970535,30.455,35.736023,88.304176,19.911825,234.519653,60.547512,32.515812,75.039764,31.258263,1.653,1883.680054
"2014-05-02",22.935272,30.790001,35.459072,87.232529,19.851252,233.746704,60.628841,32.646774,75.179306,31.508772,1.674,1881.140015
"2014-05-05",23.124817,30.870001,35.226795,87.838638,19.868557,234.999146,60.448132,32.742817,76.24247,31.731461,1.681,1884.660034
"2014-05-06",22.838293,30.764999,34.896248,87.408211,19.66087,233.864075,60.276459,32.262596,75.411484,31.237389,1.681,1867.719971
"2014-05-07",22.80744,30.844999,35.21785,88.637947,19.790676,228.639069,60.746296,32.559467,75.147606,31.533133,1.646,1878.209961
"2014-05-08",22.525322,30.764999,35.414402,88.277832,19.920477,230.439468,60.628841,32.594387,77.614685,31.373083,1.618,1875.630005
"2014-05-09",22.481236,30.5,35.325066,88.637947,19.920477,231.329849,61.125809,32.838871,77.29129,31.473982,1.625,1878.47998
"2014-05-12",22.326958,30.799999,35.709221,88.295387,20.067593,237.396378,60.710155,33.345291,78.253563,31.512264,1.658,1896.650024
"2014-05-13",22.088917,30.635,36.366009,88.734573,19.782021,238.746658,60.773418,33.092083,78.37632,31.620111,1.62,1897.449951
"2014-05-14",21.965496,30.245001,36.204071,88.602814,19.738752,235.850403,60.502346,32.68787,78.390823,31.783638,1.561,1888.530029
"2014-05-15",22.177084,29.844999,35.628246,88.444725,20.924288,229.920868,60.005394,32.345173,77.724251,31.456585,1.535,1870.849976
"2014-05-16",22.124184,29.74,35.835182,88.348106,21.088705,234.744736,60.466213,32.362755,78.871315,32.058506,1.548,1877.859985
"2014-05-19",22.43716,29.940001,35.763206,88.400795,21.071398,234.607742,60.294525,32.723026,79.80587,31.846266,1.539,1885.079956
"2014-05-20",22.326958,29.615,35.700233,88.05822,20.87237,232.905212,60.140915,32.591221,79.821709,31.449631,1.506,1872.829956
"2014-05-21",22.635521,29.65,36.303028,88.839973,21.183895,237.171326,60.366806,32.837246,80.032921,31.835833,1.521,1888.030029
"2014-05-22",22.78981,29.645,36.07811,89.299942,21.097361,238.687973,60.186096,32.898766,80.159637,31.968042,1.549,1892.48999
"2014-05-23",22.908823,29.915001,36.096092,89.317635,21.218512,243.521591,60.294525,33.15358,81.065155,31.808006,1.529,1900.530029
"2014-05-27",22.948496,30.094999,36.159077,89.167259,21.382929,247.445267,60.276459,33.364479,82.583153,32.013275,1.529,1911.910034
"2014-05-28",22.855925,29.945,35.997131,88.716156,21.478115,247.846436,59.743359,33.505077,82.369324,31.766247,1.471,1909.780029
"2014-05-29",22.952902,30.145,36.294037,89.123032,21.35697,251.300415,60.466213,33.294186,83.870155,32.107224,1.513,1920.030029
"2014-05-30",23.010208,30.055,36.833855,89.742195,21.305044,250.537231,61.803467,33.320541,83.556007,32.242908,1.528,1923.569946
"2014-06-02",23.168896,30.215,36.698902,90.370201,21.443502,255.214279,61.631779,33.461136,82.981796,32.819778,1.596,1924.969971
"2014-06-03",23.063108,30.475,36.24905,90.626701,21.35697,251.92662,60.755337,33.531433,84.155273,32.577808,1.636,1924.23999
"2014-06-04",23.049889,30.389999,36.276035,90.821281,21.201204,252.141937,61.180023,33.52264,85.116241,32.665478,1.643,1927.880005
"2014-06-05",23.235023,30.535,37.076775,91.298927,21.374277,252.777939,61.405903,33.724743,85.450195,33.198509,1.625,1940.459961
"2014-06-06",23.323187,30.6,37.319695,91.263542,21.486773,260.468719,61.460102,33.997147,85.215256,33.135384,1.651,1949.439941
"2014-06-09",23.340815,30.620001,37.13076,91.298927,21.460812,261.496094,61.839626,34.357414,86.578804,32.742619,1.681,1951.27002
"2014-06-10",23.309961,30.42,36.986805,92.077293,21.633881,260.204529,62.065498,34.348633,87.087006,32.851337,1.706,1950.790039
"2014-06-11",23.235023,30.225,36.761883,91.387383,21.668495,261.290619,62.002258,34.208035,86.726639,32.935501,1.696,1943.890015
"2014-06-12",23.21739,29.77,36.509968,90.688606,21.339657,257.533295,61.29747,33.77747,85.275955,32.907433,1.66,1930.109985
"2014-06-13",23.129229,29.955,37.094769,90.688606,21.374277,264.010803,61.315548,33.733528,84.34272,32.837307,1.696,1936.160034
"2014-06-16",23.07633,29.76,37.337696,90.617851,21.227171,267.758362,61.523361,33.566574,85.192787,32.900433,1.7,1937.780029
"2014-06-17",23.010208,29.834999,37.499638,90.157898,21.201204,266.62323,61.342648,33.847775,85.081917,32.953037,1.753,1941.98999
"2014-06-18",23.212978,30.09,37.472656,90.936279,21.313696,266.877686,62.101635,34.155315,85.174324,33.654388,1.712,1956.97998
"2014-06-19",23.336412,30.1,37.34668,91.82077,21.382929,265.390411,62.734142,34.120159,84.878632,33.892845,1.687,1959.47998
"2014-06-20",23.248245,30.205,37.499638,93.112167,21.486773,269.470612,61.785397,34.436497,84.000832,33.808681,1.7,1962.869995
"2014-06-23",23.111595,30.155001,37.778542,92.652229,21.374277,273.658478,61.288441,34.498009,83.926903,33.433456,1.704,1962.609985
"2014-06-24",23.204166,29.98,37.562618,92.510681,21.227171,273.99115,61.396866,34.331051,83.418724,33.110836,1.679,1949.97998
"2014-06-25",23.455423,30.305,37.814533,93.545563,21.391582,274.705414,61.396866,34.374985,83.492638,33.226566,1.652,1959.530029
"2014-06-26",23.627346,30.309999,37.535622,93.448288,21.331003,272.953918,61.3517,34.287121,83.9916,32.967068,1.646,1957.219971
"2014-06-27",23.860971,30.190001,38.012463,92.864487,21.374277,275.840485,61.830582,34.52438,84.989525,33.047718,1.638,1960.959961
"2014-06-30",23.860971,30.16,37.517635,92.537239,21.504082,275.194641,61.604679,34.647396,85.86731,33.023163,1.625,1960.22998
"2014-07-01",24.052109,30.605,37.670586,93.642868,21.70311,278.756287,61.875751,34.919788,86.412468,33.268646,1.656,1973.319946
"2014-07-02",24.252136,30.35,37.697571,93.634033,21.825182,274.901154,61.866722,34.84071,86.375519,33.103817,1.712,1974.619995
"2014-07-03",24.403263,30.540001,37.607605,93.244835,21.964701,278.668213,62.182964,35.13068,86.883705,33.114338,1.74,1985.439941
"2014-07-07",24.083223,30.42,37.778542,94.173576,21.999577,273.276855,62.219097,35.13068,88.6763,33.426449,1.734,1977.650024
"2014-07-08",23.696507,30.43,37.589607,93.510185,21.860064,270.938293,62.797386,34.787979,88.103394,33.040699,1.697,1963.709961
"2014-07-09",24.327702,30.48,37.490639,93.793221,22.182686,270.615479,62.932919,34.85828,88.14035,32.995117,1.674,1972.829956
"2014-07-10",24.163231,30.455,37.508629,93.580963,22.182686,268.090942,62.725098,34.796768,87.816956,32.889904,1.648,1964.680054
"2014-07-11",24.247688,30.610001,37.868515,92.9618,22.252449,269.431427,62.81546,34.875851,87.983269,32.910954,1.641,1967.569946
"2014-07-14",24.469942,30.754999,37.913502,93.209442,22.182686,272.582184,63.059422,34.770405,89.119789,32.939007,1.674,1977.099976
"2014-07-15",24.398825,30.950001,38.19241,91.35199,22.383238,269.803314,62.941944,35.218548,88.075691,32.732109,1.691,1973.280029
"2014-07-16",24.469942,31.02,39.658924,90.414429,22.653543,269.245544,63.078182,34.814342,87.576706,32.54274,1.699,1981.569946
"2014-07-17",24.092113,30.975,40.063797,88.778069,22.34836,269.098785,62.306175,33.645668,86.01516,32.135956,1.65,1958.119995
"2014-07-18",24.243244,31.434999,40.207737,90.042923,22.592508,264.842468,62.578644,34.181667,87.253319,32.500664,1.666,1978.219971
"2014-07-21",23.923199,31.325001,40.342693,89.574127,22.540188,265.194672,62.451508,32.802105,86.800575,32.269211,1.685,1973.630005
"2014-07-22",24.283245,31.33,40.333706,90.635544,22.627386,266.437347,62.297089,32.942692,87.521286,32.54274,1.658,1983.530029
"2014-07-23",24.318808,31.190001,40.36969,90.387871,22.39196,266.143829,61.915634,32.986629,89.803558,32.314796,1.65,1987.01001
"2014-07-24",24.505503,31.389999,39.946831,90.396721,22.522751,265.860016,61.861134,33.232674,89.655731,32.251678,1.7,1987.97998
"2014-07-25",24.176567,31.334999,40.0368,90.317131,22.644823,264.744598,61.388824,33.311756,90.247078,32.069332,1.676,1978.339966
"2014-07-28",24.327702,31.174999,39.559967,90.317131,22.601229,260.957977,61.152687,33.039349,91.494461,31.662544,1.703,1978.910034
"2014-07-29",24.443272,31.18,39.487976,90.184425,22.418116,262.259308,60.271683,32.881184,90.903114,31.578388,1.686,1969.949951
"2014-07-30",24.629963,31.275,39.209076,90.485199,22.34836,264.636932,60.04464,33.074497,90.69059,30.919115,1.769,1970.069946
"2014-07-31",23.883198,30.834999,38.831207,88.530426,21.999577,256.642883,57.583263,32.529709,88.334381,30.386086,1.763,1930.670044
"2014-08-01",23.732061,30.719999,38.561287,88.36235,21.799025,253.727036,58.082802,32.248524,88.824104,30.701683,1.673,1925.150024
"2014-08-04",23.936535,30.705,39.020142,88.592323,21.94726,255.928604,57.910233,32.37154,88.325157,30.992758,1.658,1938.98999
"2014-08-05",23.63872,30.424999,38.75922,88.291595,21.772865,253.179062,57.919312,32.028847,87.890884,30.996258,1.664,1920.209961
"2014-08-06",23.514259,30.635,38.453327,89.078812,21.737986,252.552872,58.854813,32.090759,87.743019,31.760738,1.65,1920.23999
"2014-08-07",23.416466,30.41,38.894184,88.388885,21.676952,250.850311,58.536922,31.807713,87.733749,31.673063,1.602,1909.569946
"2014-08-08",23.78096,30.695,38.867191,89.406082,21.825182,256.545044,59.199955,31.94924,87.975182,32.139462,1.61,1931.589966
"2014-08-11",23.892084,30.834999,38.867191,89.476845,21.999577,257.122375,59.090946,32.019997,89.135925,32.279736,1.612,1936.920044
"2014-08-12",23.914312,30.76,39.155102,89.008041,21.929823,252.102783,58.509674,31.93154,89.117371,32.206085,1.613,1933.75
"2014-08-13",24.052109,31,39.658924,89.989845,21.973419,255.4785,58.473351,32.134987,90.296669,32.185051,1.577,1946.719971
"2014-08-14",24.167673,31.184999,39.829865,90.237503,21.397924,257.141937,58.318939,32.143833,90.538109,32.405975,1.567,1955.180054
"2014-08-15",24.283245,31.360001,40.297714,89.485672,21.30201,253.922729,58.246288,31.993456,90.983833,32.539234,1.541,1955.060059
"2014-08-18",24.327702,31.76,40.585625,90.838974,21.476397,258.766174,58.691338,32.42688,92.079597,32.595341,1.567,1971.73999
"2014-08-19",24.225462,31.959999,41.038284,91.06897,21.485119,259.578278,58.364357,32.497643,93.351746,32.612877,1.58,1981.599976
"2014-08-20",24.287693,32.150002,40.69426,91.29007,21.546158,261.19278,58.736736,32.54187,93.388893,32.507675,1.63,1986.51001
"2014-08-21",24.198792,32.110001,40.938694,92.156898,21.70311,262.44519,58.863907,32.833763,93.398186,32.521706,1.627,1992.369995
"2014-08-22",24.083223,32.115002,40.875324,91.809601,21.493835,260.292572,58.645912,32.762997,94.085365,32.409485,1.661,1988.400024
"2014-08-25",24.292139,32.264999,40.893421,91.925369,21.537439,259.637024,58.918388,33.08144,94.289635,32.756649,1.671,1997.920044
"2014-08-26",24.252136,32.220001,40.748581,92.112373,21.633352,260.615479,58.84573,33.169888,93.686043,32.346359,1.656,2000.02002
"2014-08-27",24.252136,32.084999,40.621826,91.916481,21.624634,259.86203,58.882065,32.886829,94.837502,32.279736,1.638,2000.119995
"2014-08-28",24.234356,32.174999,40.630882,91.676033,21.668236,259.001038,58.591427,32.886829,94.948952,32.093891,1.631,1996.73999
"2014-08-29",24.323254,32.235001,41.128819,92.370621,21.79031,258.942291,58.791248,33.019516,95.181084,32.493649,1.628,2003.369995
"2014-09-02",24.349928,32.325001,40.821007,92.041145,21.694389,258.619415,58.509674,33.196419,95.923973,32.335838,1.686,2002.280029
"2014-09-03",24.389929,32.525002,40.703308,92.397331,21.833904,257.797485,58.509674,33.196419,91.875275,32.244667,1.689,2000.719971
"2014-09-04",24.394375,32.619999,40.974907,92.468552,21.720549,256.09494,58.409771,33.320259,91.113846,32.44791,1.714,1997.650024
"2014-09-05",24.758869,32.810001,41.56337,92.985046,21.799025,256.329742,58.909313,33.240646,91.903145,32.592823,1.689,2007.709961
"2014-09-08",24.838877,32.744999,42.070351,92.655571,21.755428,250.928619,57.801235,33.169888,91.336708,32.048492,1.714,2001.540039
"2014-09-09",25.163364,32.494999,42.332893,92.432961,21.676952,240.351349,57.610508,32.966446,90.993126,31.914183,1.76,1988.439941
"2014-09-10",25.296717,32.645,42.405315,93.492638,21.737986,253.629211,58.12822,33.461784,93.788208,32.013153,1.782,1995.689941
"2014-09-11",25.327833,32.639999,42.550171,93.10083,21.955976,247.425705,58.509674,33.567932,94.187492,32.175735,1.78,1997.449951
"2014-09-12",25.372286,32.470001,42.278572,93.127525,21.938541,252.357178,58.564178,33.753674,94.40107,31.811676,1.819,1985.540039
"2014-09-15",25.345615,32.509998,41.862122,93.252205,21.851343,245.62532,58.591427,33.656376,94.373207,32.189873,1.795,1984.130005
"2014-09-16",25.438963,32.59,42.332893,94.285172,21.990856,244.881683,59.163628,33.682915,93.658188,32.698875,1.774,1998.97998
"2014-09-17",25.37673,32.575001,42.115616,94.561234,21.982138,242.699677,59.254444,33.833282,94.32679,32.4585,1.804,2001.569946
"2014-09-18",25.270044,32.77,42.260468,95.594193,21.990856,243.952148,59.318027,34.169411,94.521797,32.783703,1.841,2011.359985
"2014-09-19",25.221153,32.849998,43.020939,96.164101,21.973419,240.948227,59.290771,34.160557,93.751045,32.896812,1.819,2010.400024
"2014-09-22",24.829992,32.465,42.604488,96.066147,21.772865,236.280914,59.663158,33.877518,93.843903,32.773102,1.786,1994.290039
"2014-09-23",24.434381,32.240002,42.151833,95.692154,21.537439,239.196762,59.399773,33.470631,95.311096,32.200481,1.761,1982.77002
"2014-09-24",24.385485,32.740002,42.622601,96.742935,21.781588,242.709457,60.153603,33.426407,94.484642,32.550423,1.801,1998.300049
"2014-09-25",23.976538,32.005001,41.681061,95.371574,21.397924,237.856277,59.472431,32.895676,90.881699,31.875303,1.763,1965.98999
"2014-09-26",24.109892,32.174999,42.016029,95.371574,21.799025,243.012802,59.672237,33.196419,93.556053,31.836411,1.802,1982.849976
"2014-09-29",24.275736,32.264999,42.043179,94.872902,21.903666,245.556824,59.608665,33.001823,92.961739,31.871758,1.773,1977.800049
"2014-09-30",24.10541,32.32,41.97076,94.917397,22.114527,242.924728,59.236286,32.913372,93.556053,31.889433,1.78,1972.290039
"2014-10-01",23.724421,32.16,41.554317,92.878204,21.991522,237.415924,58.93655,32.842606,92.098152,31.323895,1.683,1946.160034
"2014-10-02",23.684082,32.174999,41.427567,92.477463,22.017881,238.423782,58.836651,33.028358,92.766754,31.048197,1.699,1946.170044
"2014-10-03",24.047144,32.57,41.72633,93.617294,22.23753,246.437454,59.454262,33.267181,92.50676,31.557184,1.737,1967.900024
"2014-10-06",23.930601,32.25,41.72633,93.376869,21.973953,244.098892,59.281696,33.337936,92.50676,31.352173,1.692,1964.819946
"2014-10-07",23.854406,31.594999,41.219341,91.177353,21.648865,237.973679,58.945637,33.054901,91.698868,30.988111,1.637,1935.099976
"2014-10-08",24.54915,32.400002,42.351002,93.421394,21.666437,243.619461,59.781239,33.514854,93.602486,31.5077,1.573,1968.890015
"2014-10-09",23.899229,31.834999,41.509048,90.901291,21.253492,236.789719,59.218117,32.957592,93.80677,31.267345,1.57,1928.209961
"2014-10-10",23.585474,31.459999,39.861355,90.144386,20.506674,231.868057,59.299858,32.807232,93.537476,30.659386,1.559,1906.130005
"2014-10-13",23.146215,31.18,39.517342,88.265434,20.14645,229.568604,58.300785,32.771851,92.683167,30.051432,1.537,1874.73999
"2014-10-14",23.070023,31.485001,39.589767,86.386513,20.260666,234.118515,58.500599,32.975285,91.698868,29.920647,1.452,1877.699951
"2014-10-15",22.792116,30.865,39.128059,87.455101,20.172806,233.541183,58.025646,31.807713,90.575249,29.553049,1.311,1862.48999
"2014-10-16",22.227356,30.855,38.693501,86.181702,20.049799,246.721176,57.642036,31.391979,89.38665,29.634338,1.372,1862.76001
"2014-10-17",22.715918,31.385,39.499237,87.891434,20.427599,254.12822,58.208324,31.135466,90.695969,30.298851,1.42,1886.76001
"2014-10-20",22.993822,31.455,39.906635,88.336678,20.14645,255.42952,58.948143,31.28583,92.636742,30.744217,1.395,1904.01001
"2014-10-21",23.392735,32.275002,40.630882,89.369667,20.656042,262.366943,59.751892,31.905008,95.153221,31.133028,1.41,1941.280029
"2014-10-22",23.078981,32.09,40.178234,90.13549,20.436386,262.963837,59.660557,31.966925,95.636108,31.256737,1.441,1927.109985
"2014-10-23",23.854406,32.544998,40.757633,91.39106,20.708755,267.357056,59.41396,32.055382,97.344711,31.118887,1.494,1950.819946
"2014-10-24",24.320559,33.02,41.762547,91.836311,20.893261,267.611542,59.687962,32.42688,97.706879,31.458208,1.497,1964.579956
"2014-10-27",24.226433,33.060001,41.56337,92.673363,20.87569,267.181,60.382126,32.515339,97.604729,31.638475,1.484,1961.630005
"2014-10-28",24.531223,33.630001,42.088455,93.314522,21.148058,274.441254,60.08984,32.94875,99.118332,32.147461,1.502,1985.050049
"2014-10-29",24.607418,33.845001,42.20615,94.000221,21.174416,270.644806,60.144646,33.240646,99.675484,31.977795,1.597,1982.300049
"2014-10-30",24.360903,34.285,41.690117,95.318146,21.156845,276.877625,60.656128,33.152206,99.341202,32.122726,1.58,1994.650024
