"","CMCSA","FISV","MSFT","JNJ","CSCO","ADS","CL","BBT","AAPL","BFB","Rf","SP500"
"2012-01-20",10.570977,15.66,24.868307,53.273666,16.206995,106.154205,37.095367,22.606985,40.208473,17.351719,0.891,1315.380005
"2012-01-23",10.514206,15.7075,24.88505,53.053299,16.133772,106.447739,36.832802,22.812578,40.888649,17.343302,0.911,1316
"2012-01-24",10.485822,15.73,24.558603,53.053299,16.125633,108.120934,36.782772,22.820801,40.218994,17.326454,0.901,1314.650024
"2012-01-25",10.591249,15.85,24.742758,53.232868,16.133772,108.747154,37.278759,22.779684,42.730225,17.528612,0.804,1326.060059
"2012-01-26",10.668291,15.815,24.69253,53.624634,16.133772,107.827385,38.074856,22.236919,42.536026,17.35804,0.77,1318.430054
"2012-01-27",10.676399,15.7625,24.466534,53.510376,15.914105,108.023087,37.678894,22.162907,42.789543,17.14114,0.752,1316.329956
"2012-01-30",10.688566,15.6525,24.784609,53.632805,15.914105,107.533844,37.307945,22.376724,43.3377,16.991634,0.732,1313.01001
"2012-01-31",10.777771,15.7225,24.717642,53.796059,15.987321,108.414467,37.812271,22.36027,43.669674,17.101137,0.711,1312.410034
"2012-02-01",10.887253,15.9625,25.018976,53.616486,16.109358,108.619957,37.983158,22.985273,43.641922,17.376989,0.725,1324.089966
"2012-02-02",10.822376,15.7775,25.069202,53.534843,16.109358,109.931107,37.883129,23.042839,43.539558,17.452795,0.711,1325.540039
"2012-02-03",11.0089,16.469999,25.311939,53.575668,16.345314,113.081772,38.154053,23.947449,43.975792,17.713921,0.785,1344.900024
"2012-02-06",10.98457,16.3025,25.278456,53.208378,16.42667,113.473175,38.029007,23.700735,44.386208,17.555983,0.753,1344.329956
"2012-02-07",10.98457,16.2325,25.404011,53.265507,16.434809,113.434021,38.154053,24.276394,44.851151,17.480177,0.806,1347.050049
"2012-02-08",11.049448,16.2225,25.66349,53.249176,16.621937,114.872368,38.124882,24.383305,45.602119,17.364355,0.82,1349.959961
"2012-02-09",11.134597,16.2225,25.755566,52.963505,16.272089,115.342026,38.24575,24.194159,47.179665,17.48649,0.859,1351.949951
"2012-02-10",11.021063,16.057501,25.529566,52.726807,16.190718,115.390953,37.999836,24.120142,47.203571,17.33909,0.804,1342.640015
"2012-02-13",11.114322,16.235001,25.596529,52.792099,16.296494,116.212875,38.195732,24.383305,48.081791,17.362255,0.84,1351.77002
"2012-02-14",11.049448,16.342501,25.487003,52.734962,16.329041,117.641449,38.304096,24.342182,48.738052,17.267492,0.806,1350.5
"2012-02-15",11.564412,16.1625,25.318489,52.767635,16.198858,118.023048,38.412464,24.161259,47.610149,17.145355,0.79,1343.22998
"2012-02-16",11.617125,16.305,26.363249,52.988003,16.42667,117.103287,38.895954,24.827389,48.044491,17.225374,0.864,1358.040039
"2012-02-17",11.827974,16.2775,26.329548,53.045132,16.50803,117.044579,38.866776,24.94252,48.03587,17.103243,0.865,1361.22998
"2012-02-21",11.787429,16.327499,26.48963,53.08593,16.564987,117.387039,38.916798,24.745148,49.2537,17.048492,0.901,1362.209961
"2012-02-22",11.872581,16.317499,26.346397,53.053299,16.369722,117.641449,38.82093,24.235273,49.08054,17.014799,0.86,1357.660034
"2012-02-23",12.087485,16.459999,26.430651,53.134914,16.459215,119.011299,38.90012,24.514889,49.401031,17.014799,0.88,1363.459961
"2012-02-24",11.836088,16.717501,26.523327,53.077278,16.385981,119.255905,38.887623,24.243496,49.976936,17.077974,0.894,1365.73999
"2012-02-27",11.836088,16.620001,26.413797,53.069038,16.410395,119.451607,38.508335,24.473766,50.297424,17.077974,0.845,1367.589966
"2012-02-28",11.909074,16.635,26.851923,53.670139,16.434809,118.893875,38.75008,24.218832,51.220608,17.151672,0.835,1372.180054
"2012-02-29",11.925294,16.575001,26.742393,53.587788,16.174454,118.747116,38.837608,24.054354,51.893127,17.193787,0.875,1365.680054
"2012-03-01",11.94151,16.68,27.205793,53.381943,16.174454,119.158066,38.700066,24.029688,52.087334,17.496088,0.899,1374.089966
"2012-03-02",11.856359,16.602501,27.028858,53.332527,16.076817,118.101326,38.845936,24.103693,52.155243,17.359123,0.846,1369.630005
"2012-03-05",11.799594,16.635,26.792944,53.447811,15.946647,118.981926,38.908463,23.815866,51.005344,17.335575,0.873,1364.329956
"2012-03-06",11.726604,16.525,26.590733,52.986691,15.84901,117.465317,38.904301,23.281326,50.727905,17.14938,0.822,1343.359985
"2012-03-07",11.856359,16.709999,26.826647,52.945538,15.792059,118.541634,38.691719,23.634945,50.769051,17.14082,0.849,1352.630005
"2012-03-08",12.010445,16.969999,26.969879,53.398411,16.011736,119.657089,39.154373,23.931,51.850079,17.070192,0.878,1365.910034
"2012-03-09",12.099652,16.9925,26.953028,53.307823,16.109358,120.253952,39.171051,24.227055,52.154297,17.112993,0.904,1370.869995
"2012-03-12",12.006388,17.0525,26.995157,53.604256,16.133772,120.214828,39.379452,24.103693,52.807693,17.249969,0.906,1371.089966
"2012-03-13",12.180749,17.217501,27.525961,53.793648,16.451078,121.731453,39.692043,25.000084,54.347927,17.476828,0.97,1395.949951
"2012-03-14",12.079375,17.3225,27.610216,53.587788,16.434809,121.271568,39.658695,25.016531,56.402824,17.239269,1.11,1394.280029
"2012-03-15",12.083432,17.360001,27.67762,53.579559,16.198858,123.580757,39.77124,25.657982,56.018261,17.130119,1.093,1402.599976
"2012-03-16",11.961787,17.2925,27.466982,53.620735,16.296494,122.181549,39.508659,25.542849,56.019199,17.175058,1.116,1404.170044
"2012-03-19",12.10776,17.23,27.129963,53.694832,16.385981,121.927147,39.750404,25.806005,57.504902,17.190044,1.191,1409.75
"2012-03-20",12.071268,17.192499,26.953028,53.488991,16.73584,122.093483,39.867111,25.797783,57.96983,17.170774,1.2,1405.52002
"2012-03-21",12.046936,17.247499,26.885622,53.324299,16.678888,122.758842,40.083843,25.551067,57.638836,17.224283,1.138,1402.890015
"2012-03-22",12.119924,17.25,26.961454,53.077278,16.581255,123.032814,40.129692,25.353703,57.336536,17.314175,1.113,1392.780029
"2012-03-23",12.160473,17.315001,26.969879,53.151394,16.703295,123.267654,39.98798,25.485283,57.021793,17.483248,1.084,1397.109985
"2012-03-26",12.306451,17.49,27.458555,53.661907,16.955513,123.522049,40.350597,25.8389,58.067417,17.924129,1.081,1416.51001
"2012-03-27",12.23346,17.424999,27.39957,53.851276,17.012459,122.729485,40.308922,25.559298,58.784908,17.917709,1.02,1412.52002
"2012-03-28",12.132091,17.372499,27.12154,54.032436,17.150772,121.946701,40.033825,26.217192,59.085312,17.83424,1.028,1405.540039
"2012-03-29",12.095594,17.397499,27.062565,53.966553,17.1101,123.2285,40.300583,25.880022,58.342922,17.714392,1.014,1403.280029
"2012-03-30",12.168585,17.3475,27.180515,54.312405,17.207729,123.24807,40.75489,25.814232,57.356617,17.847084,1.043,1408.469971
"2012-04-02",12.318205,17.602501,27.205793,54.51825,17.240278,123.844933,41.029984,25.773117,59.181931,18.112467,1.021,1419.040039
"2012-04-03",12.158335,17.555,26.9109,54.246525,17.003431,124.451599,40.942451,26.060946,60.204613,17.956232,1.105,1413.380005
"2012-04-04",12.018961,17.3025,26.295843,53.84306,16.627762,123.87429,40.784061,25.961628,59.725323,18.103907,1.05,1398.959961
"2012-04-05",12.117343,17.334999,26.557034,53.801876,16.513422,123.688377,40.913284,25.903698,60.621704,17.990473,1.006,1398.079956
"2012-04-09",12.02306,17.192499,26.203167,53.456043,16.301085,123.482895,40.446453,25.349213,60.86565,17.812838,0.902,1382.199951
"2012-04-10",11.744311,16.897499,25.672356,52.863186,15.966242,120.498581,40.083843,24.794722,60.120422,17.568857,0.854,1358.589966
"2012-04-11",11.879589,17.0875,25.571255,52.805542,16.350084,120.909538,40.23806,25.307829,59.906113,17.746487,0.878,1368.709961
"2012-04-12",12.166534,17.2775,26.102062,52.822018,16.38275,122.347885,40.613186,25.804386,59.577976,17.774319,0.89,1387.569946
"2012-04-13",12.092747,17.125,25.958828,52.319733,16.211246,121.643387,40.517311,25.233347,57.900005,17.838528,0.855,1370.26001
"2012-04-16",12.203429,17.184999,26.18631,52.682034,16.113243,122.846924,40.709049,25.51473,55.498795,17.853502,0.839,1369.569946
"2012-04-17",12.3346,17.5075,26.48963,52.87965,16.399086,124.891907,41.092506,25.8706,58.327625,17.932693,0.863,1390.780029
"2012-04-18",12.24032,17.305,26.23686,52.089172,16.38275,124.598358,41.054993,25.887146,58.197529,17.838528,0.848,1385.140015
"2012-04-19",12.084548,17.182501,26.127335,51.899799,16.260246,124.69622,40.921619,25.73818,56.19812,18.0397,0.834,1376.920044
"2012-04-20",12.072251,17.23,27.315325,52.459717,16.260246,125.635529,41.740551,26.135422,54.814762,18.187376,0.846,1378.530029
"2012-04-23",11.904182,17.25,27.062565,52.179749,16.072416,125.244164,41.250881,26.18508,54.692303,17.945528,0.815,1366.939941
"2012-04-24",12.03126,17.262501,26.894047,52.509129,15.860072,124.480949,41.550591,26.441633,53.599808,18.170252,0.838,1371.969971
"2012-04-25",12.154239,17.33,27.129963,53.05257,15.917242,126.075867,42.036049,26.84716,58.356327,18.350029,0.841,1390.689941
"2012-04-26",12.396091,17.5175,27.054134,53.316063,16.007078,127.015175,41.989613,26.888533,58.136314,18.527664,0.838,1399.97998
"2012-04-27",12.412489,17.6675,26.944605,53.390167,16.317417,127.475067,41.529484,27.0044,57.686665,18.48914,0.822,1403.359985
"2012-04-30",12.441182,17.5725,26.978304,53.604256,16.464418,125.723602,41.765873,26.516119,55.867096,18.480579,0.811,1397.910034
"2012-05-01",12.543664,17.6875,26.969879,53.703072,16.317417,126.271545,41.833412,26.797499,55.690109,18.589729,0.835,1405.819946
"2012-05-02",12.469875,17.4575,26.792944,53.793648,16.203087,126.878204,42.361092,26.640259,56.058426,18.782347,0.819,1402.310059
"2012-05-03",12.445282,17.2675,26.759241,53.801876,16.105076,125.537682,42.209122,26.516119,55.660465,18.668915,0.817,1391.569946
"2012-05-04",12.072251,16.877501,26.102062,53.307823,15.615065,123.688377,41.846092,26.127146,54.075279,18.512684,0.784,1369.099976
"2012-05-07",12.146036,16.764999,25.824013,53.357231,15.582397,122.846924,42.044506,26.375427,54.479942,18.647514,0.782,1369.579956
"2012-05-08",12.051756,16.635,25.697638,53.505455,15.280227,122.230469,41.867191,26.1768,54.355568,18.544786,0.763,1363.719971
"2012-05-09",11.957473,16.57,25.916698,52.929062,15.337387,121.966293,41.824978,25.845768,54.451233,18.358591,0.76,1354.579956
"2012-05-10",12.146036,16.6175,25.899849,53.167858,13.728519,123.091507,42.065601,26.292665,54.579418,18.529806,0.774,1357.98999
"2012-05-11",12.043556,16.639999,26.253716,52.97847,13.483512,124.46138,41.922073,26.276115,54.214947,18.553349,0.748,1353.390015
"2012-05-14",11.842693,16.51,25.849293,52.640865,13.646848,123.385056,41.795433,25.77128,53.402737,18.487001,0.721,1338.349976
"2012-05-15",11.826297,16.545,25.620312,52.377384,13.508014,123.551399,42.652359,25.440248,52.919632,18.788771,0.733,1330.660034
"2012-05-16",11.826297,16.49,25.357412,52.459717,13.630515,123.013229,42.770565,25.357487,52.241348,18.900059,0.74,1324.800049
"2012-05-17",11.621335,16.3325,25.204758,52.327972,13.516177,119.324409,42.133129,24.918859,50.714523,18.559769,0.73,1304.859985
"2012-05-18",11.592641,16.1525,24.823124,52.163273,13.450846,118.639481,41.70256,24.562996,50.739395,18.343607,0.73,1295.219971
"2012-05-21",11.768906,16.495001,25.230202,52.262104,13.614182,119.412468,41.774326,24.836103,53.695484,18.497702,0.741,1315.98999
"2012-05-22",11.863193,16.557501,25.238676,52.303272,13.663181,120.253952,41.871418,24.910587,53.283173,18.521242,0.77,1316.630005
"2012-05-23",11.801702,16.674999,24.687433,52.097416,13.630515,120.978027,41.533714,24.943691,54.583275,18.461321,0.728,1318.859985
"2012-05-24",11.859094,16.74,24.653509,52.463238,13.385508,123.365486,41.846092,25.042999,54.081974,18.698883,0.773,1320.680054
"2012-05-25",11.826297,16.7925,24.645023,51.972698,13.336507,124.441811,41.706787,25.183691,53.792103,18.771648,0.762,1317.819946
"2012-05-29",11.977972,16.905001,25.069065,52.039223,13.548845,125.645332,41.943192,25.357487,54.746853,18.865816,0.764,1332.420044
"2012-05-30",11.86729,16.674999,24.882488,51.723263,13.385508,124.22654,41.719452,24.960239,55.406948,18.722418,0.69,1313.319946
"2012-05-31",11.850892,16.8575,24.755281,51.906189,13.336507,123.287216,41.495724,25.009895,55.269192,18.658216,0.671,1310.329956
"2012-06-01",11.736114,16.395,24.127708,51.365757,13.034333,119.559242,40.727432,23.462301,53.667721,18.080366,0.62,1278.040039
"2012-06-04",11.86729,16.602501,24.212513,51.831364,13.156837,118.854736,41.018707,22.874704,53.983429,18.261343,0.681,1278.180054
"2012-06-05",11.900084,16.782499,24.178593,51.723263,13.165004,120.146324,41.052475,23.048494,53.843765,18.42222,0.67,1285.5
"2012-06-06",12.199327,17.1175,24.890968,52.213814,13.630515,122.435944,41.508381,23.495398,54.669357,19.272243,0.726,1315.130005
"2012-06-07",12.301811,17.1175,24.7892,52.213814,13.540678,121.457474,41.68568,23.619535,54.694237,19.209198,0.715,1314.98999
"2012-06-08",12.408389,17.275,25.145395,52.363468,13.663181,122.113052,42.285118,24.008507,55.516956,19.391808,0.712,1325.660034
"2012-06-11",12.273113,17.112499,24.509335,51.648453,13.45901,121.271568,42.209122,23.56988,54.641617,19.093979,0.691,1308.930054
"2012-06-12",12.482175,17.275,24.840088,52.446617,13.712184,121.8293,42.234451,24.008507,55.118996,19.32007,0.747,1324.180054
"2012-06-13",12.28951,17.115,24.704391,53.585674,13.606013,121.418343,42.301991,23.851265,54.73632,19.226587,0.708,1314.880005
"2012-06-14",12.588755,17.432501,24.882488,54.417095,13.818353,123.972137,42.770565,24.314716,54.676064,19.787477,0.72,1329.099976
"2012-06-15",12.744526,17.717501,25.459175,54.882698,13.965358,126.134567,42.859203,24.678858,54.924778,19.896172,0.678,1342.839966
"2012-06-18",12.773222,17.59,25.306528,55.123821,13.998024,127.42614,42.918308,24.869205,56.039288,20.02009,0.685,1344.780029
"2012-06-19",12.834708,17.702499,26.035873,55.473019,14.030692,128.913422,42.762119,25.051279,56.195232,20.254873,0.701,1357.97998
"2012-06-20",12.785521,17.73,26.230927,55.705826,14.300201,128.805786,42.521503,25.059555,56.035473,20.215742,0.744,1355.689941
"2012-06-21",12.576456,17.217501,25.560947,55.198654,13.826521,127.524002,41.981171,24.802999,55.263435,20.200527,0.725,1325.51001
"2012-06-22",12.637945,17.42,26.035873,55.398193,13.989855,126.614006,42.171131,25.150589,55.687241,20.170092,0.751,1335.02002
"2012-06-25",12.432983,17.215,25.331966,55.290108,13.834686,126.046494,41.926289,24.496784,54.603352,20.211397,0.709,1313.719971
"2012-06-26",12.535467,17.297501,25.459175,55.223595,13.736685,127.259796,42.255558,24.364376,54.723888,20.813589,0.724,1319.98999
"2012-06-27",12.724028,17.6075,25.58639,55.572781,13.663181,129.529831,42.846539,24.73679,54.960175,20.428789,0.719,1331.849976
"2012-06-28",12.724028,17.452499,25.365891,55.655933,13.45901,129.911453,43.053387,24.993341,54.438801,20.587496,0.693,1329.040039
"2012-06-29",13.243927,18.055,25.942581,56.171429,14.022526,132.093475,43.944092,25.531282,55.868996,21.054897,0.729,1362.160034
"2012-07-02",13.364066,18.15,25.917143,56.537258,14.014321,133.698151,43.783665,25.746454,56.684093,21.074463,0.669,1365.51001
"2012-07-03",13.268783,18.215,26.086754,56.570511,14.071757,133.903625,44.15937,25.946363,57.343227,20.967943,0.697,1374.02002
"2012-07-05",13.028514,18.1975,26.035873,56.35434,13.89945,133.473083,44.176262,25.738125,58.350582,20.659233,0.673,1367.579956
"2012-07-06",12.991229,18.02,25.60335,56.237949,13.759962,132.993652,44.024292,25.779772,57.962193,20.461405,0.64,1354.680054
"2012-07-09",12.953945,18.02,25.442217,56.35434,13.661501,133.248032,44.011635,25.688147,58.728485,20.389666,0.624,1352.459961
"2012-07-10",12.987085,17.629999,25.221718,56.437477,13.464577,132.435913,43.859657,25.546547,58.185085,20.450531,0.619,1341.469971
"2012-07-11",13.144506,17.74,24.848568,56.454105,13.43996,131.447662,43.830109,25.821419,57.823471,20.437496,0.628,1341.449951
"2012-07-12",12.883521,17.620001,24.280354,56.296146,13.111757,127.641403,43.737251,25.638176,57.294437,20.798372,0.627,1334.76001
"2012-07-13",13.202504,17.737499,24.924894,57.044422,13.382527,129.383087,44.518196,26.237898,57.87513,20.978809,0.63,1356.780029
"2012-07-16",13.18593,17.7675,24.967299,56.911404,13.284066,128.707916,44.058075,26.196245,58.060726,20.852724,0.595,1353.640015
"2012-07-17",13.393062,17.797501,25.153873,57.368679,13.316883,128.287216,44.39156,26.554411,58.063602,20.974464,0.618,1363.670044
"2012-07-18",13.417917,17.987499,25.823853,57.6763,13.702528,127.122818,44.4422,26.329521,57.998535,21.024462,0.594,1372.780029
"2012-07-19",13.413775,17.879999,26.010429,57.809349,13.686119,128.727524,44.585739,26.654366,58.769611,20.870113,0.615,1376.51001
"2012-07-20",13.330922,17.775,25.543983,57.061047,13.423553,127.73925,44.380695,26.387831,57.811035,20.76141,0.58,1362.660034
"2012-07-23",12.995371,17.4175,24.831604,56.628704,13.185604,124.979965,43.906567,26.229563,57.766068,20.289661,0.562,1350.52002
"2012-07-24",13.007801,17.299999,24.721354,55.996834,12.406119,123.952568,43.611832,26.346178,57.487686,20.150526,0.551,1338.310059
"2012-07-25",12.991229,17.2425,24.449972,56.146492,12.652272,124.882111,43.675907,26.362837,55.00515,20.048347,0.555,1337.890015
"2012-07-26",13.094794,17.700001,24.729832,57.152512,12.619452,125.713814,45.440025,26.721004,54.996548,20.335314,0.583,1360.02002
"2012-07-27",13.376493,18.094999,25.238676,57.801037,12.87381,127.78817,45.777477,26.987553,55.979977,20.607061,0.661,1385.969971
"2012-07-30",13.343349,18.0625,25.136909,57.742825,13.021502,128.94278,45.905624,26.412815,56.92421,20.587496,0.618,1385.300049
"2012-07-31",13.484199,17.532499,24.992739,57.551605,13.08714,127.201088,45.858639,26.129614,58.429028,20.339663,0.599,1379.319946
"2012-08-01",13.898458,17.4125,24.941854,57.684612,13.111757,125.606186,45.534004,26.079636,58.051155,20.389666,0.643,1375.319946
"2012-08-02",14.134587,17.047501,24.755281,56.911404,12.914835,125.811653,45.008614,25.88806,58.144913,20.03966,0.611,1365
"2012-08-03",14.337577,17.405001,25.230202,57.468449,13.415346,126.506355,45.474201,26.362837,58.901623,20.598362,0.674,1390.98999
"2012-08-06",14.474283,17.397499,25.399818,57.235653,13.694322,126.643349,45.427216,26.254557,59.556927,20.233137,0.647,1394.22998
"2012-08-07",14.312717,17.355,25.66272,56.778362,14.063549,128.95256,44.799301,26.379501,59.400063,20.259224,0.703,1401.349976
"2012-08-08",14.296149,17.540001,25.722084,56.828247,14.079957,129.216736,44.965897,26.312862,59.299603,20.046179,0.719,1402.219971
"2012-08-09",14.312717,17.5075,25.866255,56.803322,14.523037,128.805786,44.829216,26.404486,61.214745,19.904867,0.728,1402.800049
"2012-08-10",14.38729,17.469999,25.798414,57.069363,14.391757,128.453537,45.008614,26.287872,61.31041,20.037483,0.696,1405.869995
"2012-08-13",14.312717,17.702499,25.772966,56.919716,14.227651,129.862549,45.085495,26.321186,62.128941,20.048347,0.702,1404.109985
"2012-08-14",14.234014,17.692499,25.721748,57.069363,14.088167,131.672699,45.029961,26.279543,62.295586,20.123354,0.746,1403.930054
"2012-08-15",14.163589,17.790001,25.781504,56.828247,14.235861,131.496582,45.064133,26.554411,62.210777,20.211397,0.795,1405.530029
"2012-08-16",14.142875,17.872499,26.276651,56.703533,15.606112,133.414398,45.205086,26.471119,62.754169,20.217918,0.816,1415.51001
"2012-08-17",14.093163,17.852501,26.379087,56.370964,15.638928,134.510254,45.354599,26.621054,63.914894,20.273355,0.799,1418.160034
"2012-08-20",14.043452,17.6875,26.2425,56.28783,15.540471,133.071915,45.256363,26.529425,65.595337,20.217918,0.792,1418.130005
"2012-08-21",14.101451,17.702499,26.293718,56.35434,15.720981,133.111053,45.14957,26.371168,64.698898,20.113569,0.792,1413.170044
"2012-08-22",14.072451,17.594999,26.071764,56.329395,15.770212,133.913406,45.008614,26.437801,65.962196,20.169004,0.713,1413.48999
"2012-08-23",14.064166,17.6175,25.832727,56.321079,15.696366,133.610077,44.726696,25.82975,65.346809,20.126614,0.687,1402.079956
"2012-08-24",14.064166,17.717501,26.08884,56.715416,15.753802,135.508301,45.179462,25.913048,65.404999,20.2864,0.704,1411.130005
"2012-08-27",14.072451,17.6525,26.199818,56.623116,15.885086,135.997543,45.192284,25.979683,66.633759,20.446186,0.683,1410.439941
"2012-08-28",14.064166,17.512501,26.148592,56.639896,15.770212,135.107132,45.427216,26.254557,66.546997,20.472275,0.675,1409.300049
"2012-08-29",14.064166,17.7925,26.165663,56.522438,15.753802,135.4496,45.461391,26.404486,66.415825,20.935333,0.683,1410.48999
"2012-08-30",13.931602,17.709999,25.883945,56.388187,15.50765,134.216721,45.196552,26.321186,65.469116,20.791845,0.658,1399.47998
"2012-08-31",13.890175,17.827499,26.310793,56.572773,15.655338,134.686401,45.410122,26.271215,65.604202,20.902721,0.596,1406.579956
"2012-09-04",13.890175,17.8675,25.943705,56.430153,15.589701,135.723602,45.798851,26.421143,66.563766,21.085337,0.622,1404.939941
"2012-09-05",13.964742,17.860001,25.943705,56.43853,15.50765,135.860535,45.491287,26.479452,66.096298,21.356236,0.62,1403.439941
"2012-09-06",14.354145,18.190001,26.763248,56.916759,16.188673,137.572876,45.914158,26.895931,66.691956,21.978165,0.676,1432.119995
"2012-09-07",14.275435,18.202499,26.421776,56.950325,16.049189,138.150162,45.405861,27.370708,67.103195,21.95842,0.638,1437.920044
"2012-09-10",14.155305,18.1,26.225428,57.202007,15.712777,137.895752,44.295265,27.137484,65.357651,21.862995,0.657,1429.079956
"2012-09-11",14.196728,18.094999,26.285177,57.218796,15.622519,137.631592,43.91938,27.120821,65.14563,21.560257,0.663,1433.560059
"2012-09-12",14.32929,17.987499,26.276651,57.176853,15.655338,137.426102,43.833965,27.370708,66.052933,21.254229,0.696,1436.560059
"2012-09-13",14.60271,18.0375,26.413233,57.881592,15.885086,138.306747,44.654076,28.003744,67.353676,21.356236,0.654,1459.98999
"2012-09-14",14.623419,17.9475,26.643738,57.44532,15.991747,137.876205,44.316631,28.311943,68.172195,21.122602,0.715,1465.77002
"2012-09-17",14.523998,17.959999,26.643738,57.260742,15.720981,139.461319,44.914642,27.962101,69.010452,21.069946,0.717,1461.189941
"2012-09-18",14.437001,18.014999,26.618124,57.512432,15.630725,138.942719,45.281979,27.870474,69.220528,21.343071,0.699,1459.319946
"2012-09-19",14.65656,18.172501,26.507135,57.554382,15.688162,140.283218,45.230721,27.995415,69.23925,21.346367,0.689,1461.050049
"2012-09-20",14.892688,18.360001,26.848616,57.806076,15.679958,139.490662,45.61517,27.895464,68.903931,21.280552,0.693,1460.26001
"2012-09-21",15.00454,18.547501,26.626661,57.940331,15.50765,139.148224,45.504108,27.745537,69.041031,21.198288,0.672,1460.150024
"2012-09-24",15.091536,18.495001,26.276651,57.889977,15.433802,138.463287,45.67923,27.745537,68.123886,21.148926,0.659,1456.890015
"2012-09-25",14.855404,18.2325,25.943705,58.158455,15.318929,139.197144,45.555355,27.628922,66.422737,21.260809,0.649,1441.589966
"2012-09-26",14.54885,18.2675,25.755894,57.889977,15.245085,137.954468,45.598076,27.254095,65.598289,21.208158,0.612,1433.319946
"2012-09-27",14.826406,18.432501,25.747356,57.898373,15.425596,139.011246,45.854359,27.578939,67.189957,21.405594,0.638,1447.150024
"2012-09-28",14.805696,18.5075,25.405874,57.814468,15.671747,138.893799,45.798851,27.620594,65.787643,21.471409,0.63,1440.670044
"2012-10-01",14.79106,18.5275,25.175381,57.999054,15.622519,138.463287,46.127739,27.453993,65.027298,21.550383,0.62,1444.48999
"2012-10-02",14.983367,18.455,25.320513,57.856426,15.597723,138.815536,46.097836,27.487318,65.216637,21.790598,0.614,1445.75
"2012-10-03",15.133875,18.5425,25.491249,57.889977,15.647321,139.099274,46.144817,27.797386,66.216614,22.103212,0.604,1450.98999
"2012-10-04",15.25929,18.647499,25.636377,58.116501,15.622519,139.960327,46.328495,28.140978,65.758041,21.892607,0.623,1461.400024
"2012-10-05",15.276015,18.5525,25.482712,58.435322,15.589458,140.91925,46.324226,28.191257,64.356682,21.938681,0.667,1460.930054
"2012-10-08",15.13805,18.657499,25.422953,58.259144,15.622519,140.615906,46.34132,28.057178,62.934639,21.866285,0.676,1455.880005
"2012-10-09",14.765981,18.4175,24.996107,57.394981,15.53986,138.786179,45.888531,27.839289,62.705837,21.784019,0.663,1441.47998
"2012-10-10",14.699091,18.209999,24.740004,57.235569,15.134831,136.203003,45.999603,27.805769,63.204845,21.42205,0.66,1432.560059
"2012-10-11",14.686548,18.375,24.714392,57.025833,15.093505,135.527863,46.144817,27.822535,61.941547,21.448374,0.663,1432.839966
"2012-10-12",14.958288,18.440001,24.927811,57.025833,15.217489,134.872269,46.085014,27.101828,62.100323,21.540512,0.663,1428.589966
"2012-10-15",15.230027,18.8025,25.192457,57.554382,15.33321,135.723602,46.328495,27.143724,62.598351,21.909065,0.66,1440.130005
"2012-10-16",15.330359,18.942499,25.175381,58.351425,15.581189,136.408478,46.384033,26.657667,64.080566,22.00778,0.692,1454.920044
"2012-10-17",15.518489,18.9375,25.260752,59.56794,15.465468,135.811615,47.229778,27.043165,63.569721,22.083467,0.772,1460.910034
"2012-10-18",15.589561,18.965,25.183918,60.843204,15.382809,141.848785,47.25116,25.124077,62.389278,21.747824,0.78,1457.339966
"2012-10-19",15.44742,18.827499,24.449741,60.289471,14.911658,141.222549,46.542671,24.956476,60.140816,21.211443,0.751,1433.189941
"2012-10-22",15.480865,18.889999,23.903381,60.222355,15.035642,140.997528,46.521084,24.612879,62.526371,21.339783,0.779,1433.819946
"2012-10-23",15.230027,18.76,23.946068,59.475662,14.886858,140.077759,46.01997,24.143585,60.48793,20.967943,0.758,1413.109985
"2012-10-24",15.225845,18.702499,23.81801,59.349815,14.366104,139.696152,46.032925,24.143585,60.830139,20.865931,0.748,1408.75
"2012-10-25",15.200764,18.782499,23.800938,59.685413,14.21732,139.26561,45.186222,24.260916,60.111221,21.043623,0.819,1412.969971
"2012-10-26",15.702436,18.8125,24.082657,59.484055,14.291714,139.56897,44.870872,24.311193,59.564873,20.928457,0.761,1411.939941
"2012-10-31",15.689896,18.715,24.364372,59.416939,14.175994,139.970123,45.341747,24.260916,58.708897,21.079821,0.715,1412.160034
"2012-11-01",15.698258,18.8475,25.200994,59.987457,14.473565,141.496521,45.734844,24.562601,58.829189,21.234482,0.728,1427.589966
"2012-11-02",15.723342,18.809999,25.183918,59.484055,14.341313,140.341949,45.341747,24.654779,56.882484,21.214737,0.728,1414.199951
"2012-11-05",15.648089,18.705,25.294897,59.39175,14.382634,140.097336,45.458382,24.252535,57.653671,21.204865,0.699,1417.26001
"2012-11-06",15.539392,18.877501,25.491249,59.576347,14.448763,140.107101,45.63549,24.512321,57.479122,21.257515,0.744,1428.390015
"2012-11-07",15.292738,18.605,24.825371,59.014244,14.225585,139.040573,45.346066,23.28042,56.837402,21.1917,0.662,1394.530029
"2012-11-08",15.133875,18.424999,24.594877,58.435322,13.911486,138.707901,44.957272,23.171471,54.774754,21.234482,0.643,1377.51001
"2012-11-09",15.100425,18.477501,24.611948,58.6199,13.903219,139.255859,44.870872,23.087675,55.723068,21.109428,0.639,1379.849976
"2012-11-12",15.121328,18.49,24.09119,58.460491,13.936279,139.696152,45.060936,23.213373,55.292202,21.092987,0.643,1380.030029
